ID,Mass,Bfld,Type
604127,2246047700.0,5.3063064,Isolated Central
604139,8361956400.0,3.6162705,Isolated Central
604151,6589538000.0,4.839312,Isolated Central
604162,4436148700.0,15.591783,Isolated Central
604171,3411091500.0,7.702565,Isolated Central
604178,3198328800.0,4.483176,Isolated Central
604193,3062522400.0,2.4834318,Isolated Central
604202,1812518900.0,52.323174,Isolated Central
604217,4032024300.0,7.7008533,Isolated Central
604224,4742216000.0,7.150844,Isolated Central
604233,4912844000.0,7.566322,Isolated Central
604243,4256472800.0,8.707513,Isolated Central
604253,3155697700.0,7.3132496,Isolated Central
604264,4713828400.0,13.213806,Isolated Central
604283,7148605000.0,10.10072,Isolated Central
604292,1842551600.0,2.743564,Isolated Central
604315,1320944800.0,2.4681237,Isolated Central
604327,3246573300.0,17.455719,Isolated Central
604340,5031039000.0,10.267676,Isolated Central
604352,2299501800.0,5.661449,Isolated Central
604367,1966025500.0,15.789568,Isolated Central
604383,3630976500.0,2.189295,Isolated Central
604393,1223152100.0,5.364078,Isolated Central
604412,1450609200.0,4.4280233,Isolated Central
604424,3310461000.0,2.9474254,Isolated Central
604441,3061944600.0,3.9097354,Isolated Central
604456,2463492900.0,3.2837882,Isolated Central
604471,2482505700.0,2.5321193,Isolated Central
604489,2883503600.0,5.489517,Isolated Central
604498,5581286000.0,8.6593685,Isolated Central
604528,6783844000.0,8.3695135,Isolated Central
604534,2558534400.0,4.292336,Isolated Central
604544,1028162750.0,2.3187888,Isolated Central
604559,3494203000.0,6.3343196,Isolated Central
604588,1830812500.0,2.910904,Isolated Central
604625,1514126200.0,4.0594077,Isolated Central
604635,2352290300.0,6.8508735,Isolated Central
604652,3094711600.0,5.539275,Isolated Central
604669,3273997000.0,5.8006926,Isolated Central
604696,7480144000.0,4.5582075,Isolated Central
604701,7147078000.0,8.0862665,Isolated Central
604707,2732395300.0,6.30239,Isolated Central
604713,5062387000.0,3.634102,Isolated Central
604735,4377429500.0,3.284546,Isolated Central
604745,1432683500.0,5.0685964,Isolated Central
604758,3205213700.0,3.7621148,Isolated Central
604770,3427112400.0,3.0955138,Isolated Central
604789,1787712500.0,2.7500184,Isolated Central
604803,3237213000.0,4.0134425,Isolated Central
604813,4345031000.0,4.2028084,Isolated Central
604823,6846568000.0,8.857696,Isolated Central
604832,2129699300.0,29.971394,Isolated Central
604851,2444177400.0,3.703388,Isolated Central
604865,4260642800.0,10.222908,Isolated Central
604869,1918403000.0,4.38295,Isolated Central
604884,3720156000.0,7.7091856,Isolated Central
604890,6553554000.0,3.3196602,Isolated Central
604897,4119062300.0,6.2686777,Isolated Central
604909,3308380700.0,3.3079376,Isolated Central
604917,4354360300.0,8.507336,Isolated Central
604925,7079318500.0,5.8736615,Isolated Central
604930,1878032500.0,2.1563728,Isolated Central
604946,4785055000.0,7.60306,Isolated Central
604949,6088832500.0,5.064067,Isolated Central
604953,4418170000.0,2.7303913,Isolated Central
604956,2683947500.0,5.7529774,Isolated Central
604973,1723269600.0,6.706201,Isolated Central
604995,5658986500.0,4.8097124,Isolated Central
605003,1993741300.0,1.9964278,Isolated Central
605020,3657539800.0,6.0913186,Isolated Central
605028,1069532700.0,1.9270171,Isolated Central
605037,1481284200.0,2.4279761,Isolated Central
605051,2266177800.0,3.8324978,Isolated Central
605060,1188139000.0,2.1148088,Isolated Central
605075,2693427200.0,30.999512,Isolated Central
605088,3312248000.0,4.2668705,Isolated Central
605122,3679680300.0,2.2398708,Isolated Central
605132,1048540160.0,3.668763,Isolated Central
605149,4278860800.0,5.132751,Isolated Central
605166,6340642300.0,4.8484483,Isolated Central
605181,5128460000.0,7.0916257,Isolated Central
605190,7018682000.0,5.5744066,Isolated Central
605195,1258197900.0,1.3885382,Isolated Central
605212,1112396400.0,7.4833994,Isolated Central
605224,3123489500.0,6.948484,Isolated Central
605236,3082936000.0,4.6557293,Isolated Central
605252,7754622000.0,8.637556,Isolated Central
605261,3066384100.0,14.388039,Isolated Central
605275,3376886800.0,11.118428,Isolated Central
605287,1062148500.0,2.5813868,Isolated Central
605296,4194455300.0,5.3599586,Isolated Central
605305,7226272300.0,6.4308887,Isolated Central
605315,4039537200.0,5.120373,Isolated Central
605323,2539161000.0,61.18512,Isolated Central
605343,3402631200.0,3.6976228,Isolated Central
605355,3121841400.0,5.59745,Isolated Central
605366,6066287600.0,7.0212483,Isolated Central
605372,3368915500.0,4.400582,Isolated Central
605386,1829492600.0,8.448334,Isolated Central
605400,3621873700.0,4.5190306,Isolated Central
605408,6241852000.0,10.854681,Isolated Central
605420,3649712400.0,5.0671477,Isolated Central
605427,3027840300.0,2.6740508,Isolated Central
605438,6329208300.0,8.737646,Isolated Central
605452,3401656000.0,7.3158145,Isolated Central
605464,6028290000.0,4.863475,Isolated Central
605493,3609572400.0,5.200265,Isolated Central
605506,2385200000.0,10.625277,Isolated Central
605524,5252930000.0,12.019029,Isolated Central
605555,4295524000.0,5.927403,Isolated Central
605572,2325395500.0,12.516432,Isolated Central
605583,2527264500.0,4.37387,Isolated Central
605599,3221381400.0,2.4232357,Isolated Central
605609,4064084000.0,5.017645,Isolated Central
605620,7723188000.0,6.94527,Isolated Central
605626,4044496100.0,6.2959623,Isolated Central
605648,1307334000.0,2.7458453,Isolated Central
605663,2785599700.0,4.230223,Isolated Central
605678,5376938000.0,10.68074,Isolated Central
605690,3092770800.0,2.2594273,Isolated Central
605698,3506886700.0,11.615645,Isolated Central
605709,2494200800.0,3.2765918,Isolated Central
605727,5568944600.0,5.609562,Isolated Central
605734,3613832000.0,5.3541427,Isolated Central
605742,3376751000.0,4.0278354,Isolated Central
605749,2501059000.0,5.745795,Isolated Central
605760,2905887700.0,4.076486,Isolated Central
605769,3448458200.0,15.051129,Isolated Central
605782,4499796000.0,2.8272986,Isolated Central
605785,3120341000.0,3.9180982,Isolated Central
605803,2420614700.0,12.274522,Isolated Central
605817,8033640000.0,6.743418,Isolated Central
605823,4410973700.0,3.0650167,Isolated Central
605831,5597798000.0,3.4421904,Isolated Central
605835,1699893100.0,3.5604696,Isolated Central
605847,3531359000.0,12.955633,Isolated Central
605854,2755386000.0,35.018127,Isolated Central
605865,2680539100.0,3.1809754,Isolated Central
605872,5065238500.0,10.94112,Isolated Central
605882,8792350000.0,5.4689136,Isolated Central
605886,1626073000.0,5.733406,Isolated Central
605898,3795991300.0,7.9960976,Isolated Central
605909,2209655800.0,6.281223,Isolated Central
605920,5839981000.0,8.386295,Isolated Central
605929,4351201000.0,9.080563,Isolated Central
605946,1185377000.0,6.2866945,Isolated Central
605957,7504495000.0,4.8801937,Isolated Central
605963,4993129000.0,10.451575,Isolated Central
605967,4824086500.0,6.3538227,Isolated Central
605977,2036000300.0,6.617628,Isolated Central
605995,3310478000.0,3.8897555,Isolated Central
606011,3668311600.0,3.4160707,Isolated Central
606017,3841254000.0,5.559513,Isolated Central
606023,4147739400.0,12.102267,Isolated Central
606038,2658140000.0,7.0281506,Isolated Central
606055,4176697000.0,6.1054196,Isolated Central
606064,4605716500.0,3.0108302,Isolated Central
606071,3750439000.0,5.599512,Isolated Central
606083,3074913000.0,12.711085,Isolated Central
606091,4214208500.0,2.7803533,Isolated Central
606098,4583712300.0,3.982544,Isolated Central
606103,3275384000.0,6.52703,Isolated Central
606111,1725985200.0,5.480204,Isolated Central
606140,6689542000.0,6.6405444,Isolated Central
606143,2996586200.0,7.7706366,Isolated Central
606151,1974851800.0,18.502014,Isolated Central
606166,3979236900.0,14.926302,Isolated Central
606174,2663125000.0,12.469711,Isolated Central
606182,3654105600.0,13.055668,Isolated Central
606196,4973910500.0,7.111215,Isolated Central
606203,2043667200.0,2.9894373,Isolated Central
606214,1019823550.0,6.748657,Isolated Central
606231,4612750000.0,6.431509,Isolated Central
606243,5033259500.0,2.2378159,Isolated Central
606249,2974662700.0,3.3630905,Isolated Central
606260,4180998700.0,9.795253,Isolated Central
606271,4418184700.0,7.038167,Isolated Central
606277,4623894500.0,5.3434916,Isolated Central
606286,5155201000.0,6.2248816,Isolated Central
606302,3656929000.0,7.4811664,Isolated Central
606317,2343068700.0,3.334586,Isolated Central
606326,2288363800.0,8.2816515,Isolated Central
606335,2977407700.0,3.9360588,Isolated Central
606354,1425944400.0,5.0390296,Isolated Central
606370,2759264300.0,2.901597,Isolated Central
606383,4839944700.0,4.2591586,Isolated Central
606391,8319944000.0,6.4313297,Isolated Central
606414,1348463000.0,3.6474159,Isolated Central
606435,4927472600.0,5.4030485,Isolated Central
606452,2383862800.0,4.46552,Isolated Central
606466,3458693400.0,12.223044,Isolated Central
606474,3605000700.0,6.348023,Isolated Central
606478,2180974600.0,4.347361,Isolated Central
606492,3586008300.0,7.8056,Isolated Central
606503,5053349000.0,8.279468,Isolated Central
606513,7908806000.0,6.8515296,Isolated Central
606516,2367538000.0,4.104029,Isolated Central
606526,4421327000.0,6.312387,Isolated Central
606535,1151780500.0,3.6604886,Isolated Central
606552,1019901100.0,2.8437536,Isolated Central
606573,5554388000.0,3.8041327,Isolated Central
606579,1548826400.0,2.0894654,Isolated Central
606596,1824721000.0,4.345472,Isolated Central
606606,2748785700.0,4.0089717,Isolated Central
606613,1665680300.0,9.865552,Isolated Central
606626,9761110000.0,12.21753,Isolated Central
606632,3250049300.0,6.156281,Isolated Central
606645,3551354600.0,2.3222969,Isolated Central
606661,2242989800.0,5.8231244,Isolated Central
606670,3453211100.0,16.954388,Isolated Central
606679,3134468600.0,7.95211,Isolated Central
606687,1473574500.0,2.486942,Isolated Central
606697,1577611600.0,6.5087895,Isolated Central
606707,6339799600.0,5.531939,Isolated Central
606729,4689937400.0,15.144766,Isolated Central
606733,1012090400.0,5.417541,Isolated Central
606755,3419995400.0,2.4714346,Isolated Central
606762,4371755500.0,7.73856,Isolated Central
606785,3565955300.0,5.554787,Isolated Central
606798,3913075200.0,5.1910825,Isolated Central
606809,3946349300.0,6.7678814,Isolated Central
606823,1461017700.0,9.828086,Isolated Central
606842,2838625800.0,2.7901118,Isolated Central
606850,5148295700.0,4.969439,Isolated Central
606856,2349472800.0,32.726654,Isolated Central
606874,1179059200.0,2.557496,Isolated Central
606889,5290990000.0,9.536364,Isolated Central
606899,1886845800.0,2.5787394,Isolated Central
606917,3695917600.0,5.3288727,Isolated Central
606927,2733324000.0,6.749362,Isolated Central
606936,3127099600.0,5.9224944,Isolated Central
606942,4605016600.0,11.066398,Isolated Central
606949,2283044000.0,5.5995564,Isolated Central
606962,2709239800.0,5.771394,Isolated Central
607007,4515493400.0,7.208734,Isolated Central
607017,1951820500.0,5.8750396,Isolated Central
607039,5041225700.0,2.8780646,Isolated Central
607042,4828197000.0,7.6242595,Isolated Central
607053,3809842700.0,6.0168743,Isolated Central
607066,3743857200.0,3.5570526,Isolated Central
607075,4268373800.0,8.807747,Isolated Central
607086,1629204600.0,2.5220227,Isolated Central
607100,1566174100.0,3.7352962,Isolated Central
607125,8629363000.0,6.6636796,Isolated Central
607160,4406504000.0,6.397384,Isolated Central
607170,1558001900.0,1.6962696,Isolated Central
607184,1819628200.0,3.8166308,Isolated Central
607220,5590926000.0,5.8200817,Isolated Central
607228,2604770800.0,5.8267107,Isolated Central
607241,2399396400.0,5.1573944,Isolated Central
607253,2661052000.0,2.8681886,Isolated Central
607271,4235988700.0,6.530499,Isolated Central
607287,2862145800.0,5.766175,Isolated Central
607299,2432983300.0,5.2393975,Isolated Central
607309,3571448300.0,4.445564,Isolated Central
607320,2751026700.0,7.12004,Isolated Central
607326,2510178600.0,4.249893,Isolated Central
607341,1877955800.0,4.325709,Isolated Central
607356,1855923000.0,6.324775,Isolated Central
607370,3273175000.0,7.2719436,Isolated Central
607401,2667626000.0,6.859176,Isolated Central
607411,2642324500.0,20.069492,Isolated Central
607424,6898133000.0,8.283578,Isolated Central
607436,3820835000.0,3.314691,Isolated Central
607447,3444296400.0,5.9820576,Isolated Central
607456,3610788600.0,4.1438293,Isolated Central
607471,4765706000.0,10.479076,Isolated Central
607481,5040038400.0,5.4353194,Isolated Central
607491,1335841500.0,6.7050915,Isolated Central
607515,4051920600.0,3.935229,Isolated Central
607524,7373201400.0,8.299261,Isolated Central
607536,7088027000.0,19.03587,Isolated Central
607550,1914766000.0,5.052312,Isolated Central
607568,2032606300.0,4.4965115,Isolated Central
607579,2013196800.0,4.9882464,Isolated Central
607586,6933778400.0,4.500539,Isolated Central
607592,4364867600.0,79.82252,Isolated Central
607601,3883842000.0,1.7417392,Isolated Central
607615,4597172000.0,5.3701262,Isolated Central
607627,7498819600.0,5.9165053,Isolated Central
607633,1918934500.0,5.638486,Isolated Central
607645,1345873700.0,2.8409865,Isolated Central
607657,2094905000.0,2.5431085,Isolated Central
607664,8090798600.0,5.4812336,Isolated Central
607670,3389687300.0,3.668354,Isolated Central
607682,2298139000.0,6.3088684,Isolated Central
607691,2082267300.0,20.405836,Isolated Central
607708,2933674800.0,1.9157476,Isolated Central
607720,2600430000.0,3.34991,Isolated Central
607735,2830455800.0,3.4711728,Isolated Central
607758,2326061300.0,6.6182656,Isolated Central
607776,2609139500.0,2.8548822,Isolated Central
607786,5225178000.0,9.200186,Isolated Central
607791,4256411000.0,4.942664,Isolated Central
607805,1821763000.0,1.9973207,Isolated Central
607830,5836094000.0,5.2186775,Isolated Central
607863,4687147500.0,4.472896,Isolated Central
607875,3437705200.0,8.413246,Isolated Central
607890,5507895000.0,5.8850317,Isolated Central
607898,4198691300.0,5.1009517,Isolated Central
607912,4199818200.0,6.182944,Isolated Central
607923,1948503000.0,21.716639,Isolated Central
607944,4955865000.0,5.2378545,Isolated Central
607951,7195934700.0,5.652337,Isolated Central
607954,3079960300.0,4.994235,Isolated Central
607968,2356940800.0,5.128187,Isolated Central
607978,3006390000.0,6.0420203,Isolated Central
607984,3358351600.0,4.087927,Isolated Central
607994,1017203650.0,3.3025346,Isolated Central
608007,6588125700.0,9.411437,Isolated Central
608016,4995298300.0,4.529056,Isolated Central
608040,1823791000.0,7.0964236,Isolated Central
608060,1611689300.0,5.262668,Isolated Central
608066,2532721200.0,4.128878,Isolated Central
608075,3780067600.0,5.0771413,Isolated Central
608082,4675080000.0,4.042421,Isolated Central
608095,5019280000.0,4.5290766,Isolated Central
608106,1098413400.0,5.49092,Isolated Central
608121,2156136000.0,1.9715972,Isolated Central
608134,4690256000.0,3.8763924,Isolated Central
608159,5510658600.0,3.6980188,Isolated Central
608162,1906057600.0,15.815693,Isolated Central
608169,3208409900.0,5.3597093,Isolated Central
608181,3771817000.0,6.9214263,Isolated Central
608197,4262870300.0,2.5938044,Isolated Central
608209,5781776400.0,8.007328,Isolated Central
608220,2928085800.0,4.885685,Isolated Central
608239,1245440800.0,8.594057,Isolated Central
608262,3074601000.0,4.7827563,Isolated Central
608266,3103552800.0,5.9595394,Isolated Central
608274,6018467000.0,13.677638,Isolated Central
608283,5689370000.0,6.746268,Isolated Central
608296,5672951000.0,7.889019,Isolated Central
608302,2332608800.0,3.902162,Isolated Central
608310,3586940200.0,8.424551,Isolated Central
608327,2608860400.0,3.284861,Isolated Central
608334,3392728600.0,3.8702905,Isolated Central
608345,2791913200.0,3.3778887,Isolated Central
608348,5146070500.0,3.343654,Isolated Central
608353,5114358000.0,4.0774302,Isolated Central
608364,2277329700.0,7.2709665,Isolated Central
608376,2466669300.0,16.897367,Isolated Central
608389,2653990100.0,8.407355,Isolated Central
608396,3291355100.0,4.161248,Isolated Central
608410,1644151900.0,5.58125,Isolated Central
608424,4292641300.0,4.654362,Isolated Central
608447,1463391100.0,2.8124502,Isolated Central
608467,2956396500.0,4.2837877,Isolated Central
608493,3166622500.0,2.695499,Isolated Central
608499,1586162800.0,10.8603115,Isolated Central
608510,1746808700.0,7.2482934,Isolated Central
608517,3215206700.0,10.54828,Isolated Central
608527,3076832300.0,42.00507,Isolated Central
608545,4320773000.0,3.7148485,Isolated Central
608550,1960528800.0,2.7547464,Isolated Central
608559,5034217500.0,10.879096,Isolated Central
608571,1809644900.0,46.222298,Isolated Central
608595,7457988000.0,13.060326,Isolated Central
608623,2441665300.0,5.4610424,Isolated Central
608638,5734865400.0,8.425052,Isolated Central
608647,2171532000.0,4.1937766,Isolated Central
608660,1741314200.0,79.51888,Isolated Central
608673,2702143000.0,134.73991,Isolated Central
608686,4400356400.0,6.035998,Isolated Central
608693,7047657500.0,6.279039,Isolated Central
608700,1544772400.0,7.759143,Isolated Central
608717,1251474200.0,4.022602,Isolated Central
608754,2706653400.0,3.9596443,Isolated Central
608796,2422199800.0,5.1697125,Isolated Central
608815,4521204000.0,4.330247,Isolated Central
608833,4935826400.0,2.6309767,Isolated Central
608840,2573364700.0,5.048513,Isolated Central
608854,2128246300.0,4.797344,Isolated Central
608865,3645749200.0,10.956218,Isolated Central
608879,4083512800.0,4.177608,Isolated Central
608887,1599366700.0,5.6806097,Isolated Central
608904,2170964000.0,10.861768,Isolated Central
608914,1591222500.0,2.286992,Isolated Central
608928,1114714000.0,3.5080922,Isolated Central
608934,1306546700.0,7.625767,Isolated Central
608949,8943839000.0,4.642133,Isolated Central
608978,2940577500.0,6.868479,Isolated Central
608990,2853286100.0,3.551379,Isolated Central
608994,4541040000.0,6.7653136,Isolated Central
609005,5620409000.0,11.2264185,Isolated Central
609014,1800644900.0,6.5193243,Isolated Central
609029,7449860000.0,2.167521,Isolated Central
609036,3419453700.0,3.66038,Isolated Central
609066,5390454000.0,9.28024,Isolated Central
609072,5119058400.0,2.2271335,Isolated Central
609095,6064292400.0,9.189195,Isolated Central
609101,5607013000.0,8.200654,Isolated Central
609104,2655672000.0,4.9077077,Isolated Central
609120,1912996400.0,6.0528674,Isolated Central
609137,3166616300.0,2.915554,Isolated Central
609151,1361596000.0,2.4186466,Isolated Central
609168,2375310000.0,4.284025,Isolated Central
609172,5707532000.0,6.3171372,Isolated Central
609178,2698212400.0,4.28442,Isolated Central
609188,3328295700.0,5.076229,Isolated Central
609197,5658483700.0,3.7847667,Isolated Central
609202,3727508200.0,4.4636245,Isolated Central
609212,4776298500.0,12.478833,Isolated Central
609221,4542966300.0,8.209497,Isolated Central
609236,1339441900.0,4.677853,Isolated Central
609245,3384640300.0,7.7446795,Isolated Central
609254,4142446300.0,2.54193,Isolated Central
609270,4291602400.0,4.667445,Isolated Central
609279,4739931000.0,5.865874,Isolated Central
609286,6458625500.0,3.4404166,Isolated Central
609298,2636008400.0,5.1001654,Isolated Central
609304,3188764000.0,7.538818,Isolated Central
609319,2483655700.0,2.1322439,Isolated Central
609329,1570957200.0,3.6200993,Isolated Central
609343,1893935000.0,6.450522,Isolated Central
609350,1031392700.0,4.840759,Isolated Central
609397,4085436000.0,6.03767,Isolated Central
609409,1455780600.0,3.367691,Isolated Central
609422,2892889600.0,4.3490114,Isolated Central
609437,3447156500.0,4.637551,Isolated Central
609446,2600034600.0,6.6570845,Isolated Central
609452,3676706800.0,10.519643,Isolated Central
609462,6378818000.0,4.8492546,Isolated Central
609471,2122904000.0,1.2941531,Isolated Central
609480,3247723500.0,3.0056868,Isolated Central
609496,6101526000.0,2.5031953,Isolated Central
609523,2219659000.0,3.4346814,Isolated Central
609531,6919510000.0,8.710671,Isolated Central
609540,1841440100.0,3.5905156,Isolated Central
609559,2500189000.0,8.5202,Isolated Central
609574,3574716200.0,2.4239352,Isolated Central
609583,3714258200.0,5.4236655,Isolated Central
609590,2499044900.0,3.5010746,Isolated Central
609602,3414638600.0,14.736124,Isolated Central
609620,1685152800.0,6.5520225,Isolated Central
609630,2281438700.0,8.703589,Isolated Central
609640,2242468900.0,9.31093,Isolated Central
609654,1880023000.0,11.526479,Isolated Central
609701,2409101300.0,8.399213,Isolated Central
609710,2947684600.0,6.196962,Isolated Central
609722,3551006200.0,9.634098,Isolated Central
609731,2885089300.0,2.8510258,Isolated Central
609746,3249265200.0,6.0040674,Isolated Central
609758,3160508400.0,2.166118,Isolated Central
609765,5257390000.0,7.4602447,Isolated Central
609771,1124316800.0,2.8560596,Isolated Central
609791,2572033000.0,3.4329984,Isolated Central
609807,1557513700.0,48.425663,Isolated Central
609826,1359007700.0,1.9400027,Isolated Central
609837,2408480000.0,4.330707,Isolated Central
609851,5090069500.0,3.8783214,Isolated Central
609860,4190355000.0,3.3399284,Isolated Central
609867,1539039600.0,1.5381337,Isolated Central
609878,4569385500.0,7.9051433,Isolated Central
609886,2805107500.0,5.612779,Isolated Central
609895,2712269300.0,8.108205,Isolated Central
609932,2647717600.0,3.36482,Isolated Central
609942,1138067700.0,3.4664912,Isolated Central
609960,2491223300.0,4.888401,Isolated Central
609965,5283491300.0,4.7330003,Isolated Central
609974,2003921400.0,1.9804566,Isolated Central
609986,10185607000.0,6.1227326,Isolated Central
609992,2824229000.0,9.626754,Isolated Central
609999,3752514800.0,7.675485,Isolated Central
610007,3669507600.0,18.994827,Isolated Central
610013,1805547400.0,3.222396,Isolated Central
610052,2453810700.0,2.9077387,Isolated Central
610063,4437780000.0,5.6604557,Isolated Central
610070,3726629000.0,6.398816,Isolated Central
610084,5110073300.0,2.745193,Isolated Central
610089,4710429700.0,10.446331,Isolated Central
610098,3686817500.0,6.0595307,Isolated Central
610107,2717484500.0,7.5236573,Isolated Central
610118,5878635500.0,7.774028,Isolated Central
610124,2094340200.0,3.1188815,Isolated Central
610185,3269923000.0,4.1254025,Isolated Central
610196,4822622000.0,6.655233,Isolated Central
610199,2569371000.0,2.7373402,Isolated Central
610208,6011252700.0,3.942782,Isolated Central
610216,5061904400.0,4.3822103,Isolated Central
610221,3115331000.0,3.6791441,Isolated Central
610230,4040580600.0,2.3260179,Isolated Central
610245,3440928800.0,2.8390796,Isolated Central
610259,6837985300.0,3.2220073,Isolated Central
610268,2898632000.0,3.9440916,Isolated Central
610294,2218772000.0,26.356953,Isolated Central
610303,1767235500.0,6.5249352,Isolated Central
610311,2598805200.0,2.7820444,Isolated Central
610319,2027389300.0,4.0832887,Isolated Central
610337,2470250000.0,7.863252,Isolated Central
610357,4110136800.0,5.383196,Isolated Central
610385,3434548700.0,5.060283,Isolated Central
610395,3293810000.0,2.9202454,Isolated Central
610404,4206297300.0,5.994802,Isolated Central
610416,1977326800.0,5.9802966,Isolated Central
610427,3890250800.0,9.720227,Isolated Central
610439,4369654300.0,7.257955,Isolated Central
610442,5409140700.0,8.0338125,Isolated Central
610452,1559244300.0,3.913777,Isolated Central
610467,2730392600.0,17.289429,Isolated Central
610480,4580488700.0,4.6342044,Isolated Central
610496,6591140000.0,2.9032383,Isolated Central
610504,3385047600.0,10.624758,Isolated Central
610532,2480153300.0,24.100138,Isolated Central
610541,4557203000.0,11.65772,Isolated Central
610545,2030268200.0,13.128386,Isolated Central
610554,4578498000.0,4.089273,Isolated Central
610571,2088243300.0,8.4351845,Isolated Central
610585,2777207300.0,3.4272637,Isolated Central
610599,3046230300.0,12.850012,Isolated Central
610606,12323609000.0,7.8813453,Isolated Central
610610,1847105000.0,7.993358,Isolated Central
610621,2473322800.0,7.682125,Isolated Central
610642,2937152500.0,2.2386158,Isolated Central
610654,3060783600.0,11.521401,Isolated Central
610669,2777256400.0,4.902227,Isolated Central
610674,2598644200.0,8.363173,Isolated Central
610684,2777168100.0,2.2530148,Isolated Central
610695,4180078600.0,10.510938,Isolated Central
610710,2074714100.0,4.4072723,Isolated Central
610725,2823796700.0,9.67417,Isolated Central
610733,3877073200.0,8.646169,Isolated Central
610738,5133099500.0,6.2595963,Isolated Central
610747,5254730000.0,16.604774,Isolated Central
610751,1200894200.0,2.1145046,Isolated Central
610759,5258837000.0,5.997189,Isolated Central
610769,2920491000.0,29.524298,Isolated Central
610775,2457984500.0,4.6648617,Isolated Central
610781,2237073000.0,8.676242,Isolated Central
610789,5055109600.0,7.3622394,Isolated Central
610791,2328349400.0,2.3185394,Isolated Central
610800,2765517000.0,6.5995774,Isolated Central
610809,2839362600.0,1.9021945,Isolated Central
610816,1116859100.0,2.0623112,Isolated Central
610823,2446157000.0,2.3486207,Isolated Central
610836,3811814700.0,6.772787,Isolated Central
610849,1294424400.0,5.218655,Isolated Central
610858,2419261700.0,8.269239,Isolated Central
610868,2128062200.0,5.8717356,Isolated Central
610883,2925602000.0,4.7524433,Isolated Central
610894,6423638000.0,3.6294034,Isolated Central
610900,1511174000.0,2.6654809,Isolated Central
610909,3818640100.0,5.0911717,Isolated Central
610918,3230916600.0,3.0097976,Isolated Central
610933,1961305500.0,1.6537929,Isolated Central
610946,1638329000.0,1.77378,Isolated Central
610962,3283470300.0,44.654858,Isolated Central
610971,2561229000.0,12.235172,Isolated Central
610983,1372509000.0,3.804752,Isolated Central
610997,2438550800.0,3.979148,Isolated Central
611008,2061697900.0,3.0627627,Isolated Central
611031,5674016000.0,5.2067523,Isolated Central
611036,8327535600.0,3.5405722,Isolated Central
611046,2369760500.0,6.490171,Isolated Central
611055,4475147000.0,6.1364255,Isolated Central
611064,3157140700.0,28.419859,Isolated Central
611072,2719880700.0,3.41732,Isolated Central
611081,1668016900.0,3.0064516,Isolated Central
611099,2261748200.0,32.936428,Isolated Central
611121,1116987100.0,4.039709,Isolated Central
611143,1042499000.0,1.8166457,Isolated Central
611151,3346593800.0,1.8321203,Isolated Central
611158,2703184400.0,3.343038,Isolated Central
611170,1307168300.0,2.0000417,Isolated Central
611186,4593892000.0,5.7172303,Isolated Central
611199,8630686000.0,4.6121,Isolated Central
611206,2419941400.0,6.4117985,Isolated Central
611221,2689904600.0,4.1575694,Isolated Central
611236,1497694100.0,2.5743837,Isolated Central
611252,3677033500.0,5.60995,Isolated Central
611256,3574850800.0,6.3462768,Isolated Central
611261,2508226300.0,5.3443236,Isolated Central
611270,5322104300.0,9.856254,Isolated Central
611281,3220841200.0,3.5124485,Isolated Central
611290,1606686100.0,3.823955,Isolated Central
611302,3745904400.0,7.2492676,Isolated Central
611310,3670789400.0,10.426257,Isolated Central
611315,3848950300.0,8.077109,Isolated Central
611324,1083126100.0,2.556188,Isolated Central
611334,2823242500.0,3.614659,Isolated Central
611350,2833536000.0,3.4703674,Isolated Central
611363,5718263300.0,5.0584655,Isolated Central
611368,4578891300.0,7.2365103,Isolated Central
611373,2341921300.0,1.8944193,Isolated Central
611382,2027162500.0,1.4129295,Isolated Central
611386,1810427900.0,1.8176425,Isolated Central
611399,14855785000.0,4.3585844,Isolated Central
611401,1670450700.0,8.870789,Isolated Central
611415,2842716700.0,3.7875912,Isolated Central
611425,6332691000.0,9.5917635,Isolated Central
611429,2998091800.0,5.1889386,Isolated Central
611439,4365769000.0,4.729446,Isolated Central
611444,4274923000.0,1.7192155,Isolated Central
611457,2209837800.0,4.633971,Isolated Central
611465,3455779300.0,4.7822075,Isolated Central
611475,1192108200.0,2.6622598,Isolated Central
611488,4780223500.0,7.722152,Isolated Central
611496,1524845600.0,6.125863,Isolated Central
611508,4284900000.0,7.776105,Isolated Central
611513,3624572700.0,4.6869755,Isolated Central
611533,4806043000.0,7.3968434,Isolated Central
611545,3928360400.0,3.7309003,Isolated Central
611553,2848974300.0,7.7141676,Isolated Central
611563,3249996300.0,4.7700915,Isolated Central
611572,5080994000.0,6.081245,Isolated Central
611580,3969846500.0,7.036342,Isolated Central
611587,2833461800.0,5.6583867,Isolated Central
611605,3303950300.0,6.6295485,Isolated Central
611625,4306227700.0,4.248,Isolated Central
611645,2681357300.0,3.951715,Isolated Central
611658,1809503600.0,84.06322,Isolated Central
611667,2223331000.0,2.9534655,Isolated Central
611683,3673866800.0,7.2858224,Isolated Central
611690,3277282300.0,3.8090756,Isolated Central
611701,2134843900.0,4.4895644,Isolated Central
611710,6338312700.0,5.39392,Isolated Central
611714,3452724200.0,5.2351146,Isolated Central
611733,3697054700.0,4.993946,Isolated Central
611748,2295705000.0,10.844292,Isolated Central
611751,3101378300.0,2.7319264,Isolated Central
611792,3281948700.0,3.4824035,Isolated Central
